label	title
1	Satellite data show that Antarctica and Greenland are losing hundreds of gigatonnes of ice each year. How big is just one gigatonne?
1	Using data from NASA's Orbiting Carbon Observatory-2, researchers found links between the population density of cities and how much carbon dioxide they produce per person.
1	Small cyclical variations in the shape of Earth's orbit, its wobble and the angle its axis is tilted play key roles in influencing Earth's climate over timespans of tens of thousands to hundreds of thousands of years.
1	As sea levels rise, some areas of the Mississippi Delta are drowning, while others are actually gaining mass. NASA's Delta-X heads to the delta to figure out why.
1	Knowing where emissions are happening and what's causing them brings us a step closer to being able to forecast the region's impact on global climate.
1	A new NASA airborne science mission will amass about 1,200 hours of data to help climate and weather modelers better understand how aerosol particles and meteorological processes affect clouds.
1	More frequent and intense rainfall events due to climate change could cause more landslides in the High Mountain Asia region of China, Tibet and Nepal, according to the first quantitative study of the link between precipitation and landslides in the region.
1	Using 12 years of satellite data, NASA scientists have measured how the influx of cold, fresh water is affecting the Beaufort Gyre, a major Arctic current.
1	The joint U.S.-European mission to study the effects of global warming on the ocean has a new name to honor Michael Freilich, the former head of NASA's Earth Science division.
1	According to independent analyses by NASA and the National Oceanic and Atmospheric Administration (NOAA), Earth's average global surface temperature in 2019 was the second warmest since modern record-keeping began in 1880.
1	Climate experts from NASA and the National Oceanic and Atmospheric Administration (NOAA) will release their annual assessment of global temperatures and discuss the major climate trends of 2019 during a media teleconference at 12:15 p.m. EST Wednesday, Jan. 15.
1	A new evaluation of global climate models used to project Earth's future global average surface temperature finds that most have been quite accurate.
1	A global climate model with a new way of including cloud behavior could dramatically improve climate forecasting.
1	From 2009 through 2019, NASA’s Operation IceBridge flew above the Arctic, Antarctic and Alaska, gathering data on the height, depth, thickness, flow and change of sea ice, glaciers and ice sheets.
1	A new study finds that the Greenland Ice Sheet has lost 3.8 trillion tons of ice between 1992 and 2018.
1	New time-lapse videos of Earth’s glaciers and ice sheets as seen from space – some spanning nearly 50 years – are providing scientists with new insights into how the planet’s frozen regions are changing.
1	An elephant seal helps scientists understand how the ocean transports heat between its upper and lower layers — important for estimating how much heat the ocean can absorb.
1	A vast animal migration – the largest on the planet and a critical part of Earth’s climate system – has been observed globally for the first time, thanks to an unexpected use of a space-based laser.
1	The U.S. and Europe are working together on the first 10-year mission to study the effect of global warming on the oceans, extending sea level records to nearly 40 years.
0	SMAP satellite soil moisture measurements now increase the accuracy of Army and Air Force weather forecasts and advisories.
1	Combining gravitational measurements of a slightly rotund planet Earth helps improve estimates of ice loss.
1	A recent study estimates the global potential of restoring forested lands as a possible strategy for mitigating climate change.
1	NASA scientists flew over thousands of facilities in California to detect sources of concentrated methane plumes. Their findings could help the state lower emissions.
1	The Earth-observing mission ECOSTRESS reveals how the massive rainforest fires this past August spread in dry areas visible only to this specialized sensor.
1	Using ground and satellite data, scientists found that human activity is causing a significant increase in dry air over the Amazon rainforest.
1	Part Five: An experimental atmospheric measuring instrument that NASA launched in 2002 continues to make important contributions to both weather and climate research.
1	Earthquakes have been on the minds of millions of Californians lately. Do they have any connections to climate? A NASA scientist does a scientific shakedown on the matter.
1	Part Four: At 15, NASA's Aura mission is still making important contributions to studying Earth’s ozone layer, air quality and climate. We look at some of the ways it has benefitted both science and society.
1	NASA’s Precipitation Measurement Missions (PMM) have collected rain and snowfall from space for nearly 20 years, and for the first time in 2019, scientists can access PMM’s entire record as one data set.
1	Part Three sidebar: Studying Earth’s atmospheric composition is a key focus area for NASA’s Science Mission Directorate and Earth Science Division. NASA’s Atmospheric Composition focus area conducts research on Earth’s atmosphere, including its chemical and physical properties, Earth’s energy budget and air quality.
1	"Part Three: The ongoing recovery of Earth's ""ozone hole"" is a great example of what humans can do when they work together to solve a global atmospheric problem. We look at the key role one NASA mission has played in this success story."
1	Part Two: Satellites from NASA and other space agencies are revealing surprising new insights into atmospheric carbon dioxide, the principal human-produced driver of climate change.
1	The Jason-2 mission provided unique insights into ocean currents, sea level rise and climate change for 11 years.
1	Part One sidebar: Earth’s atmosphere has five major and several secondary layers. From lowest to highest, the major layers are the troposphere, stratosphere, mesosphere, thermosphere and exosphere.
1	"Earth's atmosphere is essential to life, yet the invisible gases that form our ""security blanket"" can be hard to grasp. A new five-part series looks at our atmosphere, human impacts on it and ways NASA is studying the changing air we breathe."
1	Arctic sea ice extent at the end of this summer was effectively tied with 2007 and 2016 for second lowest since modern record keeping began in the late 1970s.
1	Over the past several decades, as the world has increasingly warmed, so has its potential to burn.
1	Although ECOSTRESS' primary mission is to measure plant health from space, it can also detect other heat-related phenomena, including fires burning in the Amazon.
1	Ice fronts have retreated, rocky peaks are more exposed and fewer icebergs are drifting to the ocean.
1	An instrument onboard the Aqua satellite detects carbon monoxide high in the atmosphere from fires burning in Brazil's Amazon region.
1	Increasingly frequent and severe forest fires could burn generations-old carbon stored in boreal forest soils. Releasing this previously buried carbon into the atmosphere could change the carbon balance in these forests, potentially accelerating warming.
1	Data from the mission show water weight gain across the U.S. Midwest and weight loss from Greenland's melting ice.
1	NASA is studying why boreal forest and tundra fires have become more frequent and powerful and what that means for climate forecasting, ecosystems and human health.
1	An ECOSTRESS image reveals heavy stress among vegetation in the drought-stricken Guanacaste region.
1	NASA has selected a space-based instrument that will help scientists monitor ocean health and coastal communities in the face of land-use activities, population growth, extreme weather events and climate change.
1	NASA resources aid a California community devastated by wildfire.
1	The first moments of a fire are crucial for making decisions about where to send resources and firefighters. NASA and NOAA satellites help detect where fires are burning, allowing first responders to make important decisions about how to safely fight them.
1	The new map of ice flow speeds throughout Antarctica will improve our understanding of the vast continent and of future sea level rise.
1	A new simulation from NASA's Jet Propulsion Laboratory allows you to take control of a melting Antarctica.
1	NASA took to the skies to begin an investigation into the life cycles of smoke from fires in the United States. They expect it will provide a better understanding of smoke’s effect on weather and climate.
1	"From its perch on the International Space Station, NASA's Orbiting Carbon Observatory-3 (OCO-3) is gathering its very first carbon dioxide data. It's also measuring plant ""glow."""
1	This summer, NASA is embarking on several field campaigns across the world to investigate longstanding questions surrounding fire and smoke.
1	As Earth's climate gets hotter, wet areas are likely to become wetter and dry areas drier.  Dry areas, like the American West, are increasingly susceptible to more frequent, and longer-burning fires.
1	Even NASA satellites can't track every drop of water on the planet. To help water managers, scientists are using hydrology models loaded with satellite data and ground measurements to track water movement throughout the U.S.
0	The mission onboard the space station imaged four European cities during a heat wave that sent temperatures soaring above 104 degrees Fahrenheit (40 degrees Celsius).
0	NASA’s satellite imagery and model forecasts regularly help agricultural and aid agencies to monitor the performance of crops worldwide and prepare for food shortages.
1	Himalaya. Karakoram. Hindu Kush. These Asian mountain ranges supply water for a billion people. Rapid changes in the region’s climate are affecting their glacier melt and snowmelt.
1	You control ice melt in Greenland in a new simulation.
1	Snow — it’s really just solid water, and it’s a vital freshwater resource for over a billion people around the world. NASA-funded researchers created a new tool to determine how much water is in snow.
1	Greenland’s melting ice sheet could generate more sea level rise than previously thought if greenhouse gas emissions continue to increase and warm the atmosphere at their current rate, according to a new modeling study.
1	Sidebar: Climate change is exposing sea turtles to greater existential threats.
1	Part 1 of a two-part feature: Higher temperature thresholds will adversely impact increasingly larger percentages of life on Earth, with significant variations by region, ecosystem and species. For some species, it means life or death.
1	In Part 1 of our feature, we examined some of the many reasons why Earth’s natural and human systems are sensitive to a warming climate. In Part 2, we’ll highlight some of the specific ways the IPCC Special Report projects our planet may change with another half-degree or full degree Celsius of warming.
1	New NASA data show that Jakobshavn Glacier — Greenland's fastest-moving and fastest-thinning glacier for most of the 2000s — grew for a third year in a row. However, it continues to contribute to sea level rise.
1	As Earth’s atmosphere warms due to greenhouse gases and NASA's satellite data record continues to get longer and more detailed, scientists are studying how climate change is affecting the distribution of water, such as in droughts and floods.
1	Over the next few weeks, we'll be exploring areas of NASA research into Earth's fresh water and surveying how those advances help people solve real world problems.
1	More than a trillion new measurements of Earth’s height – blanketing everything from glaciers in Greenland, to mangrove forests in Florida, to sea ice surrounding Antarctica – are now available to the public.
1	A new assessment reveals that NASA’s estimate of Earth's long-term temperature rise in recent decades is accurate to within less than a tenth of a degree Fahrenheit, providing confidence that past and future research is correctly capturing rising surface temperatures.
0	A major ocean current connecting the Pacific and Indian oceans slows dramatically during the northwest Asian monsoon season. Now, scientists have figured out why.
1	Human-generated greenhouse gases and atmospheric particles were affecting global drought risk as far back as the early 20th century, according to a study from NASA’s Goddard Institute for Space Studies (GISS).
1	A Jet Propulsion Laboratory visiting scientist uses an elephant seal to monitor ocean currents as they affect Antarctic melt rates.
1	Headed soon for the space station, the Orbiting Carbon Observatory 3 will collect near-global measurements of carbon dioxide over land and sea.
1	How will Antarctica's melting ice sheet affect sea level rise hundreds of years in the future? Scientists now have a more accurate model to answer this question.
1	This Earth Day, April 22, NASA invites you to celebrate our beautiful home planet by participating in a global social media event and local events around the country.
1	NASA researchers will go airborne to shoot lasers at the wind to advance technology that could help improve climate and weather predictions.
1	A space-borne NASA instrument observing tree structure is providing scientists a glimpse of what's to come, yielding crucial insights into Earth's carbon cycle.
1	Our magnificent planet is always ready for its close-up. For Earth Day, NASA wants to see your take.
1	A NASA mission's measurements of a dim glow from plants during photosynthesis may shine some new light on this critical process.
1	Nominees include NASA's Global Climate Change website, which is celebrating its 10th anniversary. Public voting closes April 18, 2019.
0	Most planes use rigid wings with just a few moving parts. MADCAT wings will be completely flexible, adapting to any flight, wind condition or scientific mission.
1	A space instrument named OCO-3 will bring a new vantage point, new techniques and new technologies to NASA's carbon dioxide observations.
1	NASA and global humanitarian organization Mercy Corps are partnering to help vulnerable communities better withstand challenges such as population growth, resource scarcity and climate change.
1	In Alaska, 5 percent of the land is covered by glaciers that are losing a lot of ice and contributing to sea level rise. To monitor these changes, a small team of NASA-funded researchers has been flying scientific instruments on a bright red, single-engine plane since spring 2009.
1	Combining precipitation data from various sources, NASA’s Western Water Applications Office (WWAO), the Navajo Nation and the Desert Research Institute are working together to improve the Navajos’ ability to monitor and report drought.
1	A new animation shows glaciers in North America, Greenland and Antarctica rising and falling over 122,000 years — in a matter of seconds.
1	Formerly the island's fastest-flowing glacier, Jakobshavn Glacier slowed dramatically when a nearby ocean current cooled, though it's still adding to global sea level rise.
0	Explore the galaxy with NASA's JPL this weekend at a free STEM festival for Los Angeles students and families.
1	Arctic sea ice appears to have hit its annual maximum extent, tying with 2007 as the seventh smallest extent in the satellite record.
1	As it takes to the field for the fourth year in a row, NASA's Oceans Melting Greenland (OMG) mission has proven that when it comes to the world's largest island, we still have a lot to learn.
1	The 2015-2016 El Niño event brought weather conditions that triggered regional disease outbreaks throughout the world, according to a new NASA study that is the first to comprehensively assess the public health impacts of the major climate event on a global scale.
1	New observations and refined modeling allow scientists to peer beneath the ice of Greenland and Antarctica.
1	Mangroves are among the planet’s best carbon scrubbers, moving far more than their fair share of carbon dioxide from the atmosphere into long-term storage.
1	For the first time, researchers have documented the transition of a stable, creeping landslide into catastrophic collapse.
1	Earth's global surface temperature in 2018 was the fourth warmest since 1880, according to independent analyses by NASA and the National Oceanic and Atmospheric Administration (NOAA).
1	Climate experts from NASA and the National Oceanic and Atmospheric Administration (NOAA) will provide the annual release of global temperatures data and discuss the most important climate trends of 2018 during a media teleconference at 11:30 a.m. EST Wednesday, Feb. 6.
0	NASA's Atmospheric Infrared Sounder (AIRS) instrument captured the polar vortex as it moved southward from central Canada into the U.S. Midwest from January 20 to January 29.
1	A NASA-led study has found that a giant, growing cavern two-thirds the area of Manhattan is contributing to the rapid melting of Antarctica’s Thwaites Glacier.
1	A new NASA study shows that warming of the tropical oceans could lead to a 60 percent increase in the frequency of extreme rain storms by the end of the century.
1	Snowfall accumulation in parts of Antarctica increased in the 20th century. The added precipitation has led to some mitigation of sea level rise. Overall, Antarctica still lost far more ice than it gained.
1	Asia's high mountain glaciers are flowing more slowly as they melt, affecting the water supply of the arid plains below the peaks.
1	A NASA-funded team used satellite imagery to see if the Adélie penguin diet has been changing in response to Antarctica's changing climate.
0	Less than three months into its mission, NASA’s Ice, Cloud and land Elevation Satellite-2, or ICESat-2, is already exceeding scientists’ expectations.
1	New NASA maps show that a group of glaciers spanning one-eighth of East Antarctica’s coast have begun to lose ice over the past decade, hinting at widespread changes in the ocean.
1	The wintertime growth of Arctic sea ice might have partially slowed its decline over decades, new NASA research shows.
1	A simple molecule that breaks down methane and other greenhouse gases can recycle itself in the face of rising emissions, helping scientists better understand methane’s role in climate change.
1	Researchers have discovered a large meteorite impact crater hiding beneath more than a half-mile of Greenland ice. Large impacts can profoundly affect Earth’s climate, with major consequences for life on Earth at the time.
1	"Antarctica's Pine Island Glacier calved, or broke off, an iceberg three times the size of Manhattan, adding to a lengthening list of major ""calving events"" that are contributing to global sea level rise."
1	A NASA camera observing the sunlit side of Earth from a million miles away is providing new data on daily changes to our planet.
1	A new NASA laser instrument will help scientists create the first three-dimensional map of the world’s temperate and tropical forests, providing new insights into how forests are storing or releasing carbon.
0	After a decade of measuring ocean winds and another decade of calibrating newer instruments, the venerable QuikSCAT scatterometer has been turned off.
1	This month, a team of scientists return to the southeast Atlantic Ocean to gather data on how aerosols affect clouds, and in turn, Earth's climate.
1	NASA’s decade-long airborne survey of polar ice is once again probing Antarctica, this time while the agency’s newest satellite mission studies it from space.
1	The Arctic Ocean's sea ice blanket has already lost most of its old ice and two-thirds of its thickness. The younger ice is thinning more slowly and variably.
1	Many NASA instruments are keeping tabs on Hurricane Michael from space, including AIRS and MISR. Here's what they've seen.
1	On Oct. 6, NASA’s Terra completed 100,000 orbits around Earth, providing one of the longest running climate satellite data records.
1	The laser instrument that launched into orbit onboard a NASA ice-observing satellite mission last month fired for the first time.
1	Flying 200 mph at a height of 500 feet, Oceans Melting Greenland (OMG) researchers must drop scientific probes safely into open water around Greenland's coast. The probes are part of an effort to improve our understanding of the ocean's role in Greenland's rapid ice loss.
1	Arctic sea ice likely reached its 2018 lowest extent on Sept. 19 and again on Sept. 23, according to NASA and the NASA-supported National Snow and Ice Data Center (NSIDC) at the University of Colorado Boulder.
1	A JPL campaign to study river deltas and how they are threatened by rising seas is one of five newly selected NASA airborne missions.
1	A miniature experiment showed it can measure thunderstorms from space, leading to improved weather forecasts and climate change tracking.
1	Smoke and human-caused pollution have different effects on the clouds that produce much of Earth's rainfall, a new study finds.
0	Economists are using satellite data to help make more accurate price predictions of important crops.
1	NASA has identified three processes responsible for wobbles in Earth's axis of rotation: ice mass loss primarily in Greenland, glacial rebound, and mantle convection.
1	An international team of scientists tallies up all the factors that contribute to global sea-level rise.
1	In a new NASA-led study, scientists used GPS data to track where Hurricane Harvey's stormwater went and how long it took to dissipate.
1	NASA's ECOSTRESS provides most detailed heatwave map of Los Angeles currently available from space.
0	NASA’s Ice, Cloud and land Elevation Satellite-2 (ICESat-2) successfully launched from California on Saturday, embarking on its mission to measure the ice of Earth’s frozen reaches with unprecedented accuracy.
1	NASA's GRACE-FO team plans to switch to a backup system in the Microwave Instrument on one of the twin spacecraft this month.
1	Most of us are familiar with heat waves on land, but in a warming world, heat waves are starting to become common in the ocean, too. An example is the normally cool Gulf of Maine in the Northwest Atlantic Ocean.
1	A large expanse of snow on the Canadian glacier melted in just four days due to warm temperatures.
1	ICESat-2 will provide critical observations of how ice sheets, glaciers and sea ice are changing. Here are ten things to know about NASA’s advanced laser altimeter satellite, launching on Sept. 15, 2018.
1	During one day in August, tropical cyclones, dust storms, and fires spread tiny particles throughout the atmosphere.
1	Humboldt Glacier in the remote tropical Andes is going, going, and nearly gone.
1	The world is on fire, or so it appears in an image from NASA's Worldview software.
1	Next month, NASA will launch into space the most advanced laser instrument of its kind, beginning a mission to measure – in unprecedented detail – changes in the heights of Earth’s polar ice.
1	Media accreditation is open for the launch of NASA’s Ice, Cloud and land Elevation Satellite-2, or ICESat-2, scheduled for Saturday, Sept. 15, with a 40-minute window opening at 8:46 a.m. EDT (5:46 a.m. PDT).
1	With a new research plane and a new base to improve its chances of outsmarting hurricanes, NASA's OMG campaign takes to the sky this week.
1	As the climate warms, carbon frozen in the soil makes its way into the atmosphere. Lakes that form from this thawing permafrost can speed up the release of methane — a potent greenhouse gas — from Arctic soil.
1	NASA will host a media teleconference at 1 p.m. EDT Wednesday, Aug. 22, to discuss the upcoming launch of the Ice, Cloud and land Elevation Satellite (ICESat-2), which will measure Earth’s changing ice.
1	Scientists are studying plumed storms and their implications for severe weather events and global climate.
1	New imagery made with AIRS data shows high concentrations of carbon monoxide emitted from California's wildfires (in orange/red) drifting east across the U.S.
1	A single season of drought in the Amazon rainforest can reduce the forest's carbon dioxide absorption for years after the rains return, according to a new study published in the journal Nature.
0	This week, scientists are sailing into the northeastern Pacific Ocean to investigate the secret lives of phytoplankton and the animals that eat them.
1	Satellites, ships and aircraft are revealing previously hidden geography beneath the ice of Earth's polar regions.
1	A new NASA-led study shows that the carbon cycle in the Arctic is speeding up.
1	ECOSTRESS captures new imagery of three wildfires burning in California and Nevada.
1	More than a dozen wildfires are burning in the state of California. NASA's MISR instrument imaged two of them from space.
0	The eight CYGNSS smallsats were built to study tropical cyclones. A new and unexpected capability has emerged: the ability to see through clouds and rain to flooded landscapes.
1	Drought and overgrown forests are often blamed for major wildfires, but new research shows that localized winds may play a larger role.
1	Understanding boreal forests’ recent past will help scientists predict the future of these vulnerable ecosystems.
1	Days after its successful installation on the International Space Station, ECOSTRESS has collected its first science data on Earth's surface temperature.
1	A first-of-its-kind survey of the world’s sandy shorelines with satellite data found that shorelines have increased slightly on a global scale, but decreased in protected marine areas, where many beaches are eroding.
1	A new river surface area dataset is helping scientists better understand how greenhouse gases cycle from rivers to the atmosphere.
1	According to a monthly analysis of global temperatures by NASA scientists, June 2018 tied with June 1998 as the third-warmest June in 138 years of modern record-keeping.
1	A NASA scientist's final scientific paper, published posthumously this month, reveals new insights into one of the most complex challenges of Earth's climate.
1	South America's Patagonian icefields are melting away at some of the highest rates on the planet, contributing to sea level rise. Satellite images highlight this dynamic region.
1	NASA researchers recently created a model that analyzes various weather factors that lead to the formation and spread of fires.
1	NASA sponsors a database to integrate different weather factors, like rain and snow, to better understand the likelihood of fires starting and spreading around the world.
1	The laser ranging interferometer (LRI) instrument has been successfully switched on aboard the recently launched twin U.S./German Gravity Recovery and Climate Experiment Follow-On (GRACE-FO) satellites.
0	A JPL Earth science instrument is among the research heading to the International Space Station following Friday's launch of a NASA-contracted SpaceX Dragon spacecraft.
1	ECOSTRESS will track heat stress in plants, but heat is a warning sign in other areas, too. Here are four other fields where the super-precise temperature data could help.
1	Just like you, plants need to stay hydrated when it gets hot. ECOSTRESS will look at how plants are using water in a warming world.
1	A scientific investigation is looking into how troublesome ozone forms and how it's being transported around Long Island Sound.
0	Launch is targeted no earlier than 2:42 a.m. PDT Friday, June 29, for a resupply mission to the International Space Station, with cargo including ECOSTRESS, developed by JPL.
1	A plume of warm water is the reason one of two adjoining glaciers in Greenland is melting almost four times as fast as the other.
1	An international oceanography satellite that is tracking the ongoing rise in global sea level marks a decade in orbit.
1	In humans, a fever is a warning sign. The same goes for plants, but it's hard to take their temperatures on a global scale. ECOSTRESS is about to change that.
1	Scientists will set sail for the northeastern Pacific Ocean to study small organisms that play a critical role in Earth's carbon cycle.
1	May 2018 is the fourth warmest May and the period March-April-May is the third warmest Northern Hemisphere spring in 138 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	Ice losses from Antarctica have tripled since 2012, increasing global sea levels by 0.12 inch (3 millimeters) in that timeframe alone, according to a major new international climate assessment funded by NASA and ESA (European Space Agency).
1	"A JPL-built ""space thermometer"" that will take the temperature of plants is among a new batch of science investigations headed to the International Space Station this month."
1	Three-dimensional measurements of the Amazon rainforest have given NASA researchers a detailed window into the high tree mortality that occurs in response to drought.
1	Google recently unveiled a new feature, “Waterways from Earth,” on Google Earth. The program relies on NASA and NOAA images to show our planet’s waterways from space. Find out more about the science and stories behind those images.
1	A patch of high sea level called a Kelvin wave is slowly traveling east along the equator in the Pacific Ocean. This type of wave is often a precursor to an El Niño event.
1	The scientific method is the gold standard for exploring our natural world, and scientists use it to better understand climate change.
0	Powerful Earth-observing instruments aboard NASA’s Terra and Aqua satellites have observed nearly two decades of planetary change. Now, for the first time, all that imagery is available for exploration in NASA's publicly available Worldview software.
1	Data from a JPL-managed NASA satellite that measures soil water content is now used by the U.S. Department of Agriculture to monitor croplands and make commodity forecasts.
1	Carbon – an essential building block for life on Earth – does not stay in one place or take only one form. Using our vantage point from space, we can understand changes to the balance of carbon moving between the atmosphere and land.
0	A new NASA-led study shows the events are likely to intensify, but become slightly less frequent, across most of the globe by the end of this century.
1	GRACE Follow-On has launched on a five-year mission to track the continuous movement of water and other changes in Earth's mass on and beneath the planet's surface.
1	In spite of the low temperatures in parts of the United States last month, 2018 experienced globally the third warmest April in 138 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	Scientists have combined NASA Earth satellite observations with data on human activities to map locations where freshwater is changing around the globe and to determine why.
1	Revised dates have been set for the prelaunch briefing and launch of GRACE-FO, NASA's latest Earth-observing satellite mission.
1	Operation IceBridge, NASA’s longest-running airborne mission to monitor polar ice change, concluded this year’s springtime survey of Arctic sea and land ice.
1	GRACE Follow-On's unique satellite view of underground water will be valuable in creating one of the most important U.S. tools for tracking drought throughout the nation.
0	The upcoming GRACE-FO mission will test a laser measurement system that could possibly detect changes in the distance between two spacecraft to 100 times narrower than a human hair.
1	A first-of-its-kind laser instrument designed to map the world's forests in 3D is moving toward an earlier launch to the International Space Station than previously expected.
1	Warm temperatures and a stormy winter caused sea ice in the Bering Sea to plunge to record lows.
1	Melting polar ice doesn't raise global sea level evenly, like filling a sink. GRACE-FO can help scientists understand differences in sea level rise on the world's coastlines.
1	A pair of new spacecraft that will observe Earth's ever-changing water cycle, ice sheets and crust is in final preparations for a California launch no earlier than May 19.
1	River floods are one of Earth's most common and devastating natural disasters. A NASA study analyzes how river-observing satellites can better help mitigate their effects.
1	NASA will host a media briefing April 30 on the upcoming launch of twin satellites to track how changes in Earth's mass distribution affect climate, water resources and more.
1	NASA scientists are using a new radar instrument to unlock mysteries about our planet’s ocean surface currents and winds. Understanding the relationship between the two is crucial to understanding Earth’s changing climate.
1	A NASA mission looking at carbon dioxide and methane concentrations in relation to weather systems in the eastern half of the U.S. just began a fourth round of science flights, which may reveal that big spring storms are pushing around quite a bit of carbon dioxide.
1	This Earth Day, NASA invites you to create your own shareable views of our home planet, help combat mosquito-transmitted diseases, and watch our fleet of Earth-observing spacecraft as they circle the globe.
1	A new space-based instrument to measure how plants respond to changes in water availability has arrived at NASA's Kennedy Space Center for final launch preparations.
1	NASA has selected six citizen science projects for full development that will provide the public with the opportunity to collect scientific data on air quality, bird populations, snowpack and other areas of NASA Earth science research.
1	NASA's Atmospheric Tomography (ATom) mission has found surprising levels of pollutants above the Pacific, Atlantic and Arctic oceans where one would normally find the cleanest air.
1	March 2018 was one of the six warmest Marches on record in 138 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	Lauren Farmer, a citizen scientist from Canberra, Australia, uses NASA’s free citizen science app GLOBE Observer to take cloud observations to help researchers understand how clouds alter the solar energy at Earth’s surface.
1	Media are invited to cover NASA’s May launch of a water mass-measuring satellite from Vandenberg Air Force Base, Calif.
0	NASA's efforts in digital communications have been recognized with nominations for six Webby Awards, the highest honor for online communications.
1	NASA researchers in the North Atlantic are studying the spring phytoplankton growth cycle (between winter minimum and summer maximum) and its possible connections between ocean, atmosphere, clouds and particles.
1	This year, NASA will launch two satellite missions that will increase our understanding of Earth’s frozen reaches. Here's a list of #10Things to know about ice.
1	In 2018, NASA will intensify its focus on one of the most critical but remote parts of our changing planet with the launch of two new satellite missions and an array of airborne campaigns.
1	Sea ice in the Arctic grew to its annual maximum extent last week, and joined 2015, 2016 and 2017 as the four lowest maximum extents on record.
1	Scientists tested a first-of-its-kind instrument that measures atmospheric carbon dioxide and water vapor, two powerful greenhouse gases.
1	An unusual hole in the Arctic sea ice cover and unexplored areas of the bedrock beneath the Greenland Ice Sheet are among the targets for this year’s mapping of Arctic ice conditions by NASA’s Operation IceBridge airborne mission.
1	Scientists investigate whether continued warming on Earth could cause a super greenhouse effect in tropical regions to “run away” as it might have on Venus.
1	NASA has powered on its latest space instrument to continue long-term measurements of the Sun's incoming energy and how it affects the Earth system and climate change.
1	February 2018 was the sixth warmest February in 138 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	NASA scientists are using cloud data to improve weather forecasts — everything from daily forecasts to making air travel safer.
1	Permafrost in the far northern Arctic will thaw enough to become a source of carbon to the atmosphere in 40 to 60 years.
0	Once in orbit after it launches this fall, NASA’s ICESat-2 satellite will travel at speeds faster than 15,000 miles (about 24,000 kilometers) per hour. Last week, the satellite’s instrument began its journey toward space riding a truck from Maryland to Arizona, never exceeding 65 mph (about 105 kph).
1	Winter temperatures are soaring in the Arctic for the fourth winter in a row. The heat is entering the Arctic not only through the sector of the North Atlantic Ocean that lies between Greenland and Europe, as it has done in previous years, but is also coming from the North Pacific through the Bering Strait.
1	NASA and the nonprofit Conservation International are partnering to use global Earth observations from space to improve regional efforts that assess natural resources for conservation and sustainable management.
1	NASA's nearly 12-year-old CloudSat satellite has exited the Afternoon Constellation, or A-Train, of Earth monitoring satellites, but its science mission will continue.
1	A NASA study based on an innovative technique for crunching torrents of satellite data provides the clearest picture yet of changes in Antarctic ice flow into the ocean.
1	January 2018 was the fifth warmest January in 138 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	Farewell to TES, the first instrument to monitor tropospheric ozone from space.
1	NASA’s Operation IceBridge campaign, an aerial survey of the state of polar ice, covered the icy regions of our planet in 2017 with a record seven separate field campaigns.
1	The rate of global sea level rise has been accelerating in recent decades, rather than increasing steadily, according to a new study based on 25 years of NASA and European satellite data.
1	Why is the Arctic warming faster than the rest of the planet? Does mineral dust warm or cool the atmosphere? NASA has selected two new, creative research proposals to develop small, space-based instruments that will tackle these fundamental questions about our home planet and its environment.
1	Due to significant technical issues and substantial cost growth over the past two years, NASA has decided to discontinue development of a next-generation solar energy sensor.
1	When wildfires break out around the world, NASA satellites and airborne instruments are on the job, providing many types of data useful to scientists and disaster responders.
1	The amount of dust on the snowpack, not the warmth of the spring air, controls the pace of spring snowmelt flowing into the Colorado River.
1	Earth’s global surface temperatures in 2017 ranked as the second warmest since 1880, according to an analysis by NASA.
1	Climate experts from NASA and the National Oceanic and Atmospheric Administration (NOAA) will provide the annual release of data on global temperatures and discuss the most important climate trends of 2017 during a media teleconference at 11 a.m. EST Thursday, Jan. 18.
1	A new NASA Earth satellite mission may transform our understanding of the global carbon cycle by mapping key carbon gases from a new vantage point: geostationary orbit.
1	A new calculation of methane emissions from global fires resolves what looked like irreconcilable differences in explaining the recent methane increase.
1	Scientists have completed flight tests of prototype potential satellite sensors probing basic science questions about aerosols, clouds, air quality and global ocean ecosystems.
1	November 2017 was the third warmest November in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	A team will survey an unexplored stretch of Antarctic ice to provide the best assessment of data collected from the Ice Cloud and land Elevation Satellite-2 (ICESat-2), set to launch in 2018.
1	Loss of water from Sierra Nevada rocks caused the California mountains to rise almost an inch during the recent drought.
0	A pair of U.S./German Earth research satellites with some very big shoes to fill is now at California's Vandenberg Air Force Base to begin final preparations for launch.
1	Anyone with a computer can take the driver's seat using this new NASA model of sea level rise and ice sheet melt.
1	For nearly 40 years, NASA has been measuring how much sunshine powers our home planet. This December, NASA is launching an instrument to the International Space Station to continue monitoring the Sun’s energy input to the Earth system.
1	A new NASA tool that links changes in sea level in 293 global port cities to specific regions of melting land ice may help coastal planners prepare for future rising seas.
1	Three NASA missions launching in the next two years will look at vegetation across our living planet to investigate the role of plants in Earth's carbon and water cycles.
